source_csv,experiment,repetition,scheduler,scheduler_impl,cpus,total_tasks,admitted_tasks,delayed_tasks,rejected_tasks,completed_tasks,failed_tasks,deadline_completed_tasks,offered_deadline_tasks,deadline_successes,accepted_deadline_tasks,accepted_deadline_misses,deadline_misses,deadline_goodput,accepted_miss_rate,admission_rate,delay_rate,rejection_rate,completion_rate,deadline_miss_ratio,mean_response_ms,p50_response_ms,p95_response_ms,throughput_tasks_s,goodput_deadline_tasks_s,cpu_utilization,jain_class_service_fairness,workload_psi_some_avg10_final,workload_psi_some_total_us,workload_psi_some_stall_fraction,critical_offered_tasks,critical_completed_tasks,critical_rejected_tasks,critical_completion_rate,critical_rejection_rate,critical_offered_deadline_tasks,critical_deadline_successes,critical_deadline_goodput,critical_accepted_deadline_tasks,critical_accepted_deadline_misses,critical_accepted_miss_rate,critical_p50_response_ms,critical_p95_response_ms,interactive_offered_tasks,interactive_completed_tasks,interactive_rejected_tasks,interactive_completion_rate,interactive_rejection_rate,interactive_offered_deadline_tasks,interactive_deadline_successes,interactive_deadline_goodput,interactive_accepted_deadline_tasks,interactive_accepted_deadline_misses,interactive_accepted_miss_rate,interactive_p50_response_ms,interactive_p95_response_ms,batch_offered_tasks,batch_completed_tasks,batch_rejected_tasks,batch_completion_rate,batch_rejection_rate,batch_offered_deadline_tasks,batch_deadline_successes,batch_deadline_goodput,batch_accepted_deadline_tasks,batch_accepted_deadline_misses,batch_accepted_miss_rate,batch_p50_response_ms,batch_p95_response_ms,duration_s,scheduler_cpu_time_ms,scheduler_cpu_fraction,metadata_cache_hits,metadata_registry_reads,metadata_misses,local_dispatches,dispatch_attempts,tasks_dequeued,notify_cycles,average_tasks_per_notify_cycle,average_decision_wall_us,decision_wall_ns_per_dispatch,max_decision_wall_us,average_cycle_wall_us,max_cycle_wall_us,core_user_dispatches,core_kernel_dispatches,core_cancelled_dispatches,core_bounced_dispatches,core_failed_dispatches,core_congestion_events
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-00/tasks.csv,overload-bursty,0,proposed,proposed,4,770,304,0,466,304,0,297,720,4,297,293,293,0.005555555555555556,0.9865319865319865,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.9865319865319865,19647.216467351973,20529.526955499998,25120.147497399994,5.86578994664257,0.0771814466663496,0.9784246458624427,0.9934956748011919,95.16,49077393,0.9469660475882448,240,240,0,1.0,0.0,240,3,0.0125,240,237,0.9875,20703.584888999998,24514.797555749996,480,57,423,0.11875,0.88125,480,1,0.0020833333333333333,57,56,0.9824561403508771,16650.949462,24767.6205688,50,7,43,0.14,0.86,0,0,,0,0,,49126.127604,50947.9881394,51.825926732,196.715151,0.003795689983842352,5094,105,0,5199,5199,5199,55775,0.09321380546839982,0.34765280143433436,3729.6278130409696,361.792,139.8562683101748,188144.721,5198,0,0,0,0,0
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-01/tasks.csv,overload-bursty,1,proposed,proposed,4,770,304,0,466,304,0,297,720,3,297,294,294,0.004166666666666667,0.98989898989899,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.98989898989899,19708.149792532895,20388.9648565,25122.2306708,5.877058299354583,0.0579972858488939,0.9756039352210674,0.9938707290291653,91.85,48333618,0.9344062197524147,240,240,0,1.0,0.0,240,1,0.004166666666666667,240,239,0.9958333333333333,20693.014210499998,24417.6581868,480,57,423,0.11875,0.88125,480,2,0.004166666666666667,57,55,0.9649122807017544,15486.319218,25227.094899199998,50,7,43,0.14,0.86,0,0,,0,0,,49368.401058,49836.5331686,51.726558512,238.38279,0.004608518271028949,4925,106,0,5031,5031,5031,107874,0.046637744034707156,0.23192874093850233,4972.983701053468,2224.251,72.11487989691678,204090.99,5031,0,0,0,0,0
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-02/tasks.csv,overload-bursty,2,proposed,proposed,4,770,304,0,466,304,0,297,720,7,297,290,290,0.009722222222222222,0.9764309764309764,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.9764309764309764,19571.10262936842,20349.895700499997,25272.563704299995,5.869526113004126,0.135153561812595,0.9802847324731789,0.9913051005127553,92.87,48789201,0.9420048990200888,240,240,0,1.0,0.0,240,1,0.004166666666666667,240,239,0.9958333333333333,20597.6566135,24681.8291479,480,57,423,0.11875,0.88125,480,6,0.0125,57,51,0.8947368421052632,16287.634202,25601.276387799997,50,7,43,0.14,0.86,0,0,,0,0,,49222.578944,51160.1189118,51.792937649,254.209895,0.004908196108179398,4911,107,0,5018,5018,5018,68314,0.0734549287115379,0.3482131627484849,4740.500996412913,2051.795,113.34831451825394,480415.823,5014,0,0,0,0,0
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-03/tasks.csv,overload-bursty,3,proposed,proposed,4,770,304,0,466,304,0,297,720,1,297,296,296,0.001388888888888889,0.9966329966329966,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.9966329966329966,19476.02303937829,20586.769276500003,26585.56112204999,5.864106439481785,0.019289823814084818,0.9636463204563044,0.990212121799384,89.72,47887601,0.9237433861691918,240,240,0,1.0,0.0,240,0,0.0,240,240,1.0,20586.769276500003,24663.93784335,480,57,423,0.11875,0.88125,480,1,0.0020833333333333333,57,56,0.9824561403508771,19337.846897,28789.1765092,50,7,43,0.14,0.86,0,0,,0,0,,49017.097898,49630.225069299995,51.840805268,375.453756,0.00724243680357639,8907,122,0,9029,9029,9029,64694,0.1395647200667759,14.813034330849847,106137.38431720014,924454.424,196.75761050483817,926894.387,9024,0,0,0,0,0
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-04/tasks.csv,overload-bursty,4,proposed,proposed,4,770,304,0,466,304,0,297,720,1,297,296,296,0.001388888888888889,0.9966329966329966,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.9966329966329966,19663.823117605265,20278.100826,25602.421147049994,5.848875372181001,0.01923972161901645,0.9804668008861815,0.990854191298927,94.18,49105056,0.9447676075262135,240,240,0,1.0,0.0,240,1,0.004166666666666667,240,239,0.9958333333333333,20711.1642315,24966.261616849995,480,57,423,0.11875,0.88125,480,0,0.0,57,57,1.0,16404.654252,22978.250733599994,50,7,43,0.14,0.86,0,0,,0,0,,49775.800992,51694.1063773,51.975804006,316.963749,0.006098294294079804,4972,102,0,5074,5074,5074,165500,0.030658610271903322,0.34736725679758307,11330.169688608592,35397.332,46.774155099697886,316353.851,5070,0,0,0,0,0
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-05/tasks.csv,overload-bursty,5,proposed,proposed,4,770,304,0,466,304,0,297,720,4,297,293,293,0.005555555555555556,0.9865319865319865,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.9865319865319865,20154.903427736845,20596.597677,26173.162209,5.782576899980241,0.07608653815763475,0.9688274125440289,0.9960145129868309,80.3,48882619,0.9298273139471552,240,240,0,1.0,0.0,240,2,0.008333333333333333,240,238,0.9916666666666667,21014.2921465,25732.332242149998,480,57,423,0.11875,0.88125,480,2,0.004166666666666667,57,55,0.9649122807017544,16353.224267,26238.578877599997,50,7,43,0.14,0.86,0,0,,0,0,,49504.453356,51059.9372132,52.571717637,245.513619,0.004670070335065625,4777,103,0,4880,4880,4880,95015,0.05136031152975846,0.23306316897332,4537.806762295082,1914.547,80.57189533231595,204607.588,4879,0,0,0,0,0
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-06/tasks.csv,overload-bursty,6,proposed,proposed,4,770,304,0,466,304,0,297,720,1,297,296,296,0.001388888888888889,0.9966329966329966,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.9966329966329966,19846.34422117763,20533.336832,25612.0353204,5.786722014007437,0.019035269782919202,0.9664725845362695,0.9957973358019115,81.11,48922007,0.9312436015668617,240,240,0,1.0,0.0,240,1,0.004166666666666667,240,239,0.9958333333333333,20964.0592485,25451.523296449996,480,57,423,0.11875,0.88125,480,0,0.0,57,57,1.0,16589.350439,24975.950370799997,50,7,43,0.14,0.86,0,0,,0,0,,49522.05933,51223.1901221,52.534059743,235.511647,0.004483027737664634,4934,101,0,5035,5035,5035,68467,0.07353907721968247,0.32523606993149984,4422.629195630586,511.126,112.61619069040559,146240.437,5035,0,0,0,0,0
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-07/tasks.csv,overload-bursty,7,proposed,proposed,4,770,304,0,466,304,0,297,720,2,297,295,295,0.002777777777777778,0.9932659932659933,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.9932659932659933,19490.30027825,20202.175447,25063.051673349994,5.838237613832574,0.038409457985740615,0.9774228781295247,0.9902341164853247,92.41,48558341,0.932549779248383,240,240,0,1.0,0.0,240,0,0.0,240,240,1.0,20516.0025495,24521.283920799997,480,57,423,0.11875,0.88125,480,2,0.004166666666666667,57,55,0.9649122807017544,17103.683697,24270.072365399996,50,7,43,0.14,0.86,0,0,,0,0,,49217.664533,50502.0997999,52.070508278,251.5736,0.004831402809760758,5022,104,0,5126,5126,5126,97829,0.05239755082848644,0.21935902442016172,4186.436597737027,623.169,77.97868368275256,184850.977,5125,0,0,0,0,0
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-08/tasks.csv,overload-bursty,8,proposed,proposed,4,770,304,0,466,304,0,297,720,4,297,293,293,0.005555555555555556,0.9865319865319865,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.9865319865319865,19560.920605082236,20003.1221785,25030.217123299997,5.925177334978906,0.07796285967077507,0.9705801959921844,0.9937972201762825,90.85,48164340,0.9387574201388748,240,240,0,1.0,0.0,240,1,0.004166666666666667,240,239,0.9958333333333333,20465.612337500002,24381.27981694999,480,57,423,0.11875,0.88125,480,3,0.00625,57,54,0.9473684210526315,14868.447276,24405.2114898,50,7,43,0.14,0.86,0,0,,0,0,,48823.358398,49907.205681199994,51.306481277,244.440911,0.004764328110522355,4846,103,0,4949,4949,4949,66845,0.07403695115565861,0.37458130002243994,5059.383107698525,4013.764,115.76792889520533,188637.282,4945,0,0,0,0,0
results/paper-secondary-v1/ablations/no-application-deadline/overload/rep-09/tasks.csv,overload-bursty,9,proposed,proposed,4,770,304,0,466,304,0,297,720,2,297,295,295,0.002777777777777778,0.9932659932659933,0.3948051948051948,0.0,0.6051948051948052,0.3948051948051948,0.9932659932659933,19647.752584532896,20502.54531,25373.42765854999,5.957517757093295,0.039194195770350625,0.9763507777127158,0.9923643475866704,89.96,48016924,0.9409923597730236,240,240,0,1.0,0.0,240,1,0.004166666666666667,240,239,0.9958333333333333,20770.3604285,24620.840852200003,480,57,423,0.11875,0.88125,480,1,0.0020833333333333333,57,56,0.9824561403508771,15433.858212,25203.1847482,50,7,43,0.14,0.86,0,0,,0,0,,48680.796529,49200.6972578,51.027963725,231.265213,0.004532127016596918,5028,103,0,5131,5131,5131,87430,0.05868694955964772,0.26295867551183805,4480.70103293705,2091.841,88.81121227267529,600734.956,5128,0,0,0,0,0
